"","Id","Sales"
"1",1,3915.27338290937
"2",24825,4236.08649467977
"3",5993,3915.27338290937
"4",37665,4089.09419909205
"5",18833,4236.08649467977
"6",12841,4461.58037501612
"7",19689,4089.09419909205
"8",857,3850.22083607322
"9",15409,0.000111556314640104
"10",38521,4556.21553081838
"11",13697,4400.90814842874
"12",7705,4178.46408812072
"13",39377,0.000111556314640104
"14",20545,4556.21553081838
"15",1713,4178.46408812072
"16",16265,4298.97906359867
"17",33385,0.000111556314640104
"18",27393,0.000111556314640104
"19",2569,4708.94633551915
"20",40233,4298.97906359867
"21",21401,0.000111556314640104
"22",35953,4174.64738993232
"23",34241,4298.97906359867
"24",3425,0.000616740551850681
"25",22257,4298.97906359867
"26",9417,0.000616740551850681
"27",30817,4236.08649467977
"28",10273,4215.30326590724
"29",35097,4259.74654359123
"30",23113,4259.74654359123
"31",4281,4215.30326590724
"32",14553,4556.21553081838
"33",8561,4708.94633551915
"34",29961,4174.64738993232
"35",25681,4089.09419909205
"36",5137,4097.63375251408
"37",23969,4174.64738993232
"38",36809,4236.08649467977
"39",17977,4174.64738993232
"40",26537,4556.21553081838
"41",11985,4004.33499297966
"42",6849,3850.22083607322
"43",17121,4259.74654359123
"44",29105,4259.74654359123
"45",32529,4556.21553081838
"46",11129,3979.34403364189
"47",31673,4089.09419909205
"48",28249,4298.97906359867
"49",23970,6926.92153578307
"50",1714,7574.04314807646
"51",24826,6975.33408013764
"52",18834,6975.33408013764
"53",38522,7061.84474391479
"54",5994,6350.47323193791
"55",35954,6733.51778377092
"56",2,6350.47323193791
"57",39378,-0.0171184171293443
"58",4282,3789.19001420975
"59",29106,7147.25320355454
"60",8562,7900.26518279976
"61",9418,-0.0219071700709959
"62",25682,7196.87593272248
"63",19690,7196.87593272248
"64",34242,3868.41839593179
"65",16266,3868.41839593179
"66",22258,3868.41839593179
"67",26538,7704.9279726363
"68",20546,7704.9279726363
"69",10274,3789.19001420975
"70",30818,6975.33408013764
"71",37666,6998.42537845939
"72",33386,-0.0171184171293443
"73",14554,7704.9279726363
"74",858,6451.71886995368
"75",21402,-0.0171184171293443
"76",2570,7900.26518279976
"77",11130,6299.27895366129
"78",5138,6299.27895366129
"79",40234,3868.41839593179
"80",32530,7061.84474391479
"81",36810,6575.81287840157
"82",11986,6350.47323193791
"83",15410,-0.0171184171293443
"84",35098,6499.1039011726
"85",29962,6926.92153578307
"86",23114,7147.25320355454
"87",17978,6926.92153578307
"88",31674,6998.42537845939
"89",28250,3868.41839593179
"90",6850,6451.71886995368
"91",13698,7574.04314807646
"92",27394,-0.0171184171293443
"93",7706,7574.04314807646
"94",17122,7147.25320355454
"95",12842,6451.71886995368
"96",3426,-0.0219071700709959
"97",4283,5767.61195158172
"98",23971,10076.4134891562
"99",24827,9770.85487752841
"100",1715,9546.72977483864
"101",8563,9585.59778406584
"102",5995,7892.00335389825
"103",29107,11393.2072220665
"104",38523,12328.8666069947
"105",34243,6437.49469541402
"106",22259,6437.49469541402
"107",35955,10076.4134891562
"108",3,7892.00335389825
"109",20547,12328.8666069947
"110",39379,0.0193705555865797
"111",16267,6437.49469541402
"112",26539,12328.8666069947
"113",23115,11393.2072220665
"114",18835,9770.85487752841
"115",25683,11326.2506052301
"116",37667,11326.2506052301
"117",859,7880.82562717997
"118",17123,11393.2072220665
"119",5139,8582.95131268774
"120",19691,11326.2506052301
"121",9419,-0.00499184549100207
"122",7707,9546.72977483864
"123",11987,7892.00335389825
"124",10275,5767.61195158172
"125",35099,11393.2072220665
"126",33387,0.0193705555865797
"127",14555,11483.5806872634
"128",21403,0.0193705555865797
"129",2571,9585.59778406584
"130",11131,8582.95131268774
"131",29963,10076.4134891562
"132",15411,0.0193705555865797
"133",28251,6437.49469541402
"134",32531,12328.8666069947
"135",13699,9546.72977483864
"136",36811,9770.85487752841
"137",30819,9770.85487752841
"138",40235,6437.49469541402
"139",6851,7880.82562717997
"140",12843,7880.82562717997
"141",27395,0.0193705555865797
"142",17979,10076.4134891562
"143",3427,-0.00499184549100207
"144",31675,11326.2506052301
"145",860,4845.52497524293
"146",24828,4860.59298107789
"147",5996,5450.97421170691
"148",4284,2666.02167529094
"149",26540,6365.24581383088
"150",23972,5547.51408542322
"151",1716,5893.8941108893
"152",28252,2680.75585269923
"153",4,5450.97421170691
"154",23116,4865.44505042582
"155",37668,5336.10912287712
"156",16268,2680.75585269923
"157",35956,5547.51408542322
"158",11132,4761.35812983613
"159",19692,5336.10912287712
"160",5140,4761.35812983613
"161",22260,2680.75585269923
"162",32532,6365.24581383088
"163",11988,5450.97421170691
"164",30820,4860.59298107789
"165",39380,0.0138503914198542
"166",10276,2666.02167529094
"167",33388,0.0138503914198542
"168",14556,6426.70309013335
"169",40236,2680.75585269923
"170",25684,5336.10912287712
"171",6852,4845.52497524293
"172",17124,4865.44505042582
"173",34244,2680.75585269923
"174",15412,0.0138503914198542
"175",3428,0.012168685993146
"176",20548,6365.24581383088
"177",9420,0.012168685993146
"178",17980,5547.51408542322
"179",21404,0.0138503914198542
"180",35100,4865.44505042582
"181",7708,5893.8941108893
"182",8564,6249.55827997733
"183",29108,4865.44505042582
"184",2572,6249.55827997733
"185",29964,5547.51408542322
"186",36812,4860.59298107789
"187",38524,6365.24581383088
"188",27396,0.0138503914198542
"189",13700,5893.8941108893
"190",31676,5336.10912287712
"191",12844,4845.52497524293
"192",18836,4860.59298107789
"193",16269,5470.76780522543
"194",23973,5790.05711210081
"195",4285,5499.77983433755
"196",11989,5645.51570942491
"197",11133,6055.70062103293
"198",861,5744.30033431925
"199",23117,6401.58279055032
"200",1717,6342.25887786689
"201",5997,5645.51570942491
"202",5,5645.51570942491
"203",17125,6401.58279055032
"204",34245,5470.76780522543
"205",22261,5470.76780522543
"206",21405,-0.00992366025984892
"207",26541,7391.3800992205
"208",9421,0.014445773350358
"209",30821,5884.38406744783
"210",10277,5499.77983433755
"211",35101,6109.16213393909
"212",33389,-0.00992366025984892
"213",35957,5861.01983011569
"214",5141,6055.70062103293
"215",12845,5744.30033431925
"216",6853,5744.30033431925
"217",36813,5697.53542337239
"218",20549,7391.3800992205
"219",3429,0.014445773350358
"220",32533,7515.68148585186
"221",2573,7401.17187165148
"222",8565,7401.17187165148
"223",24829,5884.38406744783
"224",29109,6401.58279055032
"225",18837,5884.38406744783
"226",25685,6148.63955601637
"227",15413,-0.00992366025984892
"228",40237,5470.76780522543
"229",38525,7515.68148585186
"230",7709,6342.25887786689
"231",17981,5790.05711210081
"232",39381,-0.00992366025984892
"233",27397,-0.00992366025984892
"234",29965,5790.05711210081
